account_id,customer_id,branch_id,account_type,balance,opened_date,status
2303,2303,2,Savings,293508.02,2023-05-09,Inactive
2304,2304,1,Current,457987.74,2025-03-26,Closed
2305,2305,1,Fixed Deposit,137240.89,2019-11-02,Closed
2306,2306,3,Fixed Deposit,239888.7,2025-04-02,Active
2307,2307,3,Current,313009.94,2017-12-11,Closed
2308,2308,1,Fixed Deposit,463859.84,2016-03-18,Closed
2309,2309,4,Current,87711.71,2025-01-30,Closed
2310,2310,5,Savings,20058.6,2023-06-20,Active
2311,2311,5,Fixed Deposit,77442.68,2023-01-23,Closed
2312,2312,2,Savings,42329.49,2024-05-12,Active
2313,2313,1,Current,319101.6,2024-08-28,Active
2314,2314,3,Savings,429087.26,2017-01-11,Inactive
2315,2315,2,Fixed Deposit,307387.89,2020-11-26,Active
2316,2316,3,Fixed Deposit,424266.78,2016-10-03,Inactive
2317,2317,2,Fixed Deposit,361345.63,2015-09-23,Inactive
2318,2318,5,Savings,470332.04,2019-12-02,Inactive
2319,2319,4,Fixed Deposit,335150.95,2020-09-27,Active
2320,2320,2,Fixed Deposit,74609.46,2021-04-30,Inactive
2321,2321,1,Savings,222256.04,2018-05-17,Inactive
2322,2322,5,Savings,344669.64,2017-05-01,Inactive
2323,2323,2,Fixed Deposit,373667.39,2018-05-21,Active
2324,2324,3,Current,280719.13,2024-11-15,Active
2325,2325,3,Current,284518.46,2021-09-02,Closed
2326,2326,1,Fixed Deposit,465206.15,2024-04-30,Active
2327,2327,1,Savings,92067.98,2019-07-31,Active
2328,2328,2,Current,295983.12,2021-02-13,Active
2329,2329,2,Savings,109545.4,2022-10-08,Inactive
2330,2330,4,Savings,438722.0,2016-05-05,Active
2331,2331,3,Fixed Deposit,321516.38,2024-02-13,Active
2332,2332,2,Current,27614.32,2017-05-21,Closed
2333,2333,3,Savings,140202.73,2018-10-28,Closed
2334,2334,3,Current,113754.23,2016-12-28,Active
2335,2335,3,Savings,89378.93,2019-07-12,Inactive
2336,2336,3,Fixed Deposit,220359.56,2018-09-01,Active
2337,2337,4,Current,289769.39,2023-08-22,Inactive
2338,2338,5,Current,414920.54,2022-03-28,Closed
2339,2339,2,Savings,474882.9,2018-07-31,Closed
2340,2340,4,Savings,269436.44,2021-09-22,Active
2341,2341,4,Current,323357.98,2022-01-10,Closed
2342,2342,3,Savings,171748.4,2015-09-09,Closed
2343,2343,5,Fixed Deposit,397353.22,2024-01-12,Active
2344,2344,5,Savings,129848.71,2015-06-24,Inactive
2345,2345,3,Savings,461037.77,2022-07-20,Closed
2346,2346,2,Current,70767.83,2023-10-25,Closed
2347,2347,3,Current,282320.94,2017-08-01,Closed
2348,2348,5,Savings,161863.65,2018-03-14,Active
2349,2349,3,Savings,80216.5,2024-02-04,Inactive
2350,2350,3,Current,324292.78,2019-06-20,Active
2351,2351,2,Current,153831.54,2024-07-04,Inactive
2352,2352,5,Savings,376270.54,2018-02-25,Inactive
2353,2353,5,Current,297193.8,2020-09-27,Closed
2354,2354,4,Fixed Deposit,200267.41,2021-05-11,Active
2355,2355,3,Fixed Deposit,187234.17,2019-01-23,Inactive
2356,2356,4,Fixed Deposit,201175.4,2021-06-24,Active
2357,2357,2,Fixed Deposit,54819.8,2025-02-14,Inactive
2358,2358,3,Fixed Deposit,200974.31,2018-10-02,Active
2359,2359,2,Fixed Deposit,84025.98,2024-11-25,Inactive
2360,2360,5,Fixed Deposit,471480.32,2017-05-30,Active
2361,2361,5,Savings,65815.52,2017-06-08,Inactive
2362,2362,1,Savings,155327.5,2020-04-08,Active
2363,2363,3,Current,198600.94,2019-11-09,Inactive
2364,2364,1,Fixed Deposit,74598.01,2022-12-30,Active
2365,2365,3,Current,41107.26,2023-02-28,Active
2366,2366,2,Current,45993.28,2018-12-12,Active
2367,2367,2,Fixed Deposit,278118.77,2017-07-04,Inactive
2368,2368,1,Current,80505.57,2021-04-26,Active
2369,2369,4,Fixed Deposit,343706.43,2025-04-11,Closed
2370,2370,2,Current,334549.99,2021-07-16,Inactive
2371,2371,2,Savings,194399.38,2018-11-21,Inactive
2372,2372,2,Current,386856.96,2016-09-17,Inactive
2373,2373,4,Fixed Deposit,197531.33,2025-03-19,Active
2374,2374,3,Current,335268.46,2021-03-10,Closed
2375,2375,1,Savings,442908.48,2021-06-23,Active
2376,2376,2,Current,181777.94,2020-05-03,Closed
2377,2377,1,Fixed Deposit,299985.93,2022-01-01,Inactive
2378,2378,1,Fixed Deposit,115806.66,2024-04-17,Inactive
2379,2379,2,Savings,106404.94,2023-06-01,Inactive
2380,2380,1,Current,192649.2,2023-02-13,Active
2381,2381,4,Savings,143197.1,2016-09-26,Inactive
2382,2382,4,Savings,131248.73,2017-09-02,Inactive
2383,2383,2,Savings,199709.85,2017-12-16,Closed
2384,2384,1,Current,403308.24,2024-06-21,Inactive
2385,2385,1,Fixed Deposit,431370.77,2019-07-31,Active
2386,2386,2,Current,65241.02,2018-06-09,Closed
2387,2387,4,Fixed Deposit,227891.34,2021-03-02,Inactive
2388,2388,4,Current,385908.47,2022-08-25,Inactive
2389,2389,4,Current,371290.44,2024-12-10,Active
2390,2390,5,Current,251528.73,2024-08-10,Inactive
2391,2391,3,Fixed Deposit,485913.35,2023-02-19,Active
2392,2392,2,Current,266324.1,2015-08-07,Inactive
2393,2393,1,Savings,4471.41,2019-09-21,Closed
2394,2394,5,Current,99608.91,2022-09-27,Closed
2395,2395,4,Current,25223.26,2021-05-08,Inactive
2396,2396,1,Savings,434080.46,2022-01-07,Inactive
2397,2397,3,Savings,444693.8,2020-06-19,Closed
2398,2398,3,Current,213425.57,2019-09-29,Closed
2399,2399,3,Savings,271831.5,2018-08-30,Active
2400,2400,3,Current,209113.06,2018-02-08,Inactive
2401,2401,3,Current,318355.37,2023-01-22,Closed
2402,2402,1,Current,366220.25,2024-03-08,Closed
2403,2403,4,Savings,88441.59,2017-10-14,Closed
2404,2404,1,Savings,363666.91,2020-11-27,Closed
2405,2405,4,Current,446465.62,2024-07-24,Inactive
2406,2406,4,Fixed Deposit,309003.32,2022-09-18,Closed
2407,2407,5,Fixed Deposit,229751.37,2019-05-06,Active
2408,2408,3,Current,20105.4,2019-11-26,Closed
2409,2409,1,Current,256803.51,2021-05-19,Closed
2410,2410,1,Current,463792.84,2022-03-21,Closed
2411,2411,3,Current,200969.05,2017-08-15,Active
2412,2412,3,Fixed Deposit,326794.82,2021-01-15,Active
2413,2413,4,Savings,397028.75,2021-12-26,Closed
2414,2414,3,Current,308175.15,2017-08-17,Closed
2415,2415,2,Fixed Deposit,399678.1,2018-10-10,Inactive
2416,2416,5,Current,108389.42,2016-01-06,Inactive
2417,2417,3,Fixed Deposit,344742.78,2020-01-21,Active
2418,2418,3,Fixed Deposit,336048.38,2022-11-24,Closed
2419,2419,4,Savings,339425.92,2018-10-05,Inactive
2420,2420,1,Current,104361.03,2019-03-28,Inactive
2421,2421,2,Current,134259.59,2023-07-25,Closed
2422,2422,3,Savings,111440.52,2018-05-28,Active
2423,2423,3,Savings,32797.51,2020-09-21,Inactive
2424,2424,5,Current,294369.17,2023-05-14,Closed
2425,2425,5,Current,271187.5,2018-01-18,Inactive
2426,2426,5,Savings,172132.41,2022-01-02,Inactive
2427,2427,3,Current,76737.53,2021-12-28,Closed
2428,2428,4,Savings,266587.94,2017-12-31,Active
2429,2429,4,Current,202066.17,2016-04-25,Closed
2430,2430,5,Savings,316060.65,2017-05-16,Closed
2431,2431,3,Savings,104568.05,2023-10-07,Closed
2432,2432,3,Current,146619.7,2024-05-26,Inactive
2433,2433,4,Fixed Deposit,234222.67,2024-09-17,Active
2434,2434,5,Fixed Deposit,84200.42,2019-03-13,Inactive
2435,2435,5,Current,208281.1,2021-11-05,Active
2436,2436,3,Fixed Deposit,372281.96,2023-09-27,Active
2437,2437,4,Fixed Deposit,66717.0,2018-02-24,Closed
2438,2438,1,Savings,198479.1,2023-08-30,Active
2439,2439,1,Fixed Deposit,145385.14,2018-12-17,Active
2440,2440,4,Fixed Deposit,204849.58,2022-08-18,Active
2441,2441,4,Fixed Deposit,140160.98,2017-03-16,Inactive
2442,2442,1,Fixed Deposit,442494.18,2023-02-13,Closed
2443,2443,3,Fixed Deposit,268277.9,2020-07-21,Inactive
2444,2444,2,Current,247921.77,2017-07-16,Inactive
2445,2445,3,Current,79326.93,2024-02-07,Active
2446,2446,4,Current,2665.35,2025-04-30,Inactive
2447,2447,4,Fixed Deposit,86963.06,2018-07-05,Active
2448,2448,4,Fixed Deposit,326899.02,2020-09-05,Inactive
2449,2449,4,Savings,318572.02,2017-10-16,Closed
2450,2450,2,Savings,305243.33,2021-12-11,Closed
2451,2451,1,Fixed Deposit,285721.77,2015-09-22,Inactive
2452,2452,1,Current,305296.44,2018-08-11,Active
2453,2453,5,Fixed Deposit,236484.86,2017-03-08,Active
2454,2454,3,Savings,371739.72,2020-06-12,Closed
2455,2455,4,Fixed Deposit,256156.39,2024-07-21,Active
2456,2456,2,Current,185163.1,2023-02-11,Active
2457,2457,2,Current,468633.3,2016-09-19,Active
2458,2458,3,Savings,147197.98,2018-10-23,Active
2459,2459,2,Fixed Deposit,231128.61,2018-04-15,Active
2460,2460,5,Current,494866.95,2015-12-11,Active
2461,2461,4,Fixed Deposit,321048.25,2022-09-10,Closed
2462,2462,3,Savings,123186.86,2024-05-03,Closed
2463,2463,1,Savings,374555.68,2024-11-13,Closed
2464,2464,4,Fixed Deposit,497771.74,2015-07-13,Inactive
2465,2465,1,Current,478829.83,2024-09-24,Closed
2466,2466,5,Savings,358181.63,2019-03-21,Closed
2467,2467,5,Fixed Deposit,12836.34,2016-09-07,Inactive
2468,2468,1,Current,406019.53,2021-06-08,Closed
2469,2469,1,Current,200315.29,2021-03-31,Closed
2470,2470,4,Current,393924.34,2016-06-28,Active
2471,2471,2,Current,379212.27,2020-11-02,Closed
2472,2472,1,Fixed Deposit,85307.78,2025-03-09,Inactive
2473,2473,3,Savings,456574.32,2018-01-21,Inactive
2474,2474,2,Current,49465.73,2021-07-12,Closed
2475,2475,1,Current,449698.46,2023-10-25,Inactive
2476,2476,2,Current,171879.01,2023-06-12,Closed
2477,2477,4,Current,393899.6,2020-12-20,Closed
2478,2478,3,Fixed Deposit,138374.19,2017-03-20,Active
2479,2479,2,Savings,261367.87,2023-12-13,Active
2480,2480,2,Current,282206.18,2024-03-06,Closed
2481,2481,3,Current,472451.16,2020-02-23,Active
2482,2482,5,Fixed Deposit,153065.94,2023-07-21,Closed
2483,2483,4,Fixed Deposit,148144.93,2018-03-15,Closed
2484,2484,2,Savings,304117.26,2021-06-23,Inactive
2485,2485,3,Fixed Deposit,114731.1,2017-09-09,Active
2486,2486,5,Current,75033.32,2022-10-01,Active
2487,2487,3,Current,360848.54,2025-02-05,Closed
2488,2488,5,Current,239010.19,2016-09-04,Active
2489,2489,3,Fixed Deposit,78782.55,2020-03-07,Closed
2490,2490,3,Fixed Deposit,187806.93,2021-10-14,Inactive
2491,2491,2,Fixed Deposit,241544.19,2022-12-18,Inactive
2492,2492,4,Savings,334703.66,2021-05-08,Active
2493,2493,3,Savings,155344.83,2015-07-28,Active
2494,2494,2,Current,304711.98,2017-04-20,Closed
2495,2495,1,Fixed Deposit,99274.16,2017-03-05,Inactive
2496,2496,4,Fixed Deposit,456438.55,2016-11-11,Active
2497,2497,5,Savings,370947.55,2020-11-26,Inactive
2498,2498,1,Current,313574.61,2021-03-23,Inactive
2499,2499,5,Savings,136465.31,2023-09-18,Closed
2500,2500,5,Savings,485248.17,2019-09-17,Active
2501,2501,4,Fixed Deposit,261951.45,2024-01-02,Active
2502,2502,3,Fixed Deposit,92159.64,2017-06-22,Closed
2503,2503,2,Savings,345129.09,2018-10-28,Inactive
2504,2504,2,Savings,489709.37,2015-10-02,Inactive
2505,2505,5,Current,46588.24,2021-12-26,Active
2506,2506,1,Savings,261756.29,2023-08-28,Active
2507,2507,2,Savings,122726.36,2021-09-24,Closed
2508,2508,4,Current,50036.85,2019-10-31,Active
2509,2509,3,Fixed Deposit,37454.22,2016-02-16,Inactive
2510,2510,1,Current,42609.72,2021-06-20,Active
2511,2511,1,Fixed Deposit,295098.56,2019-09-26,Closed
2512,2512,4,Current,285095.31,2024-05-20,Closed
2513,2513,4,Savings,360270.75,2021-09-09,Inactive
2514,2514,2,Fixed Deposit,403077.17,2016-07-04,Closed
2515,2515,4,Savings,126622.14,2022-05-08,Inactive
2516,2516,5,Current,246809.96,2022-11-14,Active
2517,2517,3,Fixed Deposit,242156.55,2019-04-29,Inactive
2518,2518,3,Current,433763.22,2017-04-08,Active
2519,2519,3,Current,339243.43,2022-03-20,Closed
2520,2520,3,Fixed Deposit,220581.86,2021-08-30,Active
2521,2521,4,Savings,160284.57,2020-05-10,Closed
2522,2522,4,Current,82402.31,2023-07-30,Active
2523,2523,4,Fixed Deposit,153015.85,2020-04-05,Inactive
2524,2524,3,Fixed Deposit,343792.51,2015-10-30,Active
2525,2525,2,Savings,381663.47,2022-03-29,Active
2526,2526,3,Fixed Deposit,153386.53,2023-05-18,Closed
2527,2527,4,Savings,342688.41,2019-08-04,Closed
2528,2528,2,Fixed Deposit,336271.73,2018-06-21,Inactive
2529,2529,2,Savings,383432.29,2015-11-27,Active
2530,2530,2,Fixed Deposit,331632.78,2024-03-27,Inactive
2531,2531,5,Current,327091.82,2017-08-29,Inactive
2532,2532,3,Savings,466488.93,2020-07-07,Inactive
2533,2533,3,Current,73348.28,2019-02-04,Inactive
2534,2534,3,Fixed Deposit,158357.98,2016-12-20,Inactive
2535,2535,4,Fixed Deposit,197377.56,2022-01-07,Inactive
2536,2536,1,Current,28598.41,2017-04-21,Inactive
2537,2537,3,Fixed Deposit,402880.01,2024-04-26,Inactive
2538,2538,3,Savings,409448.0,2017-03-12,Active
2539,2539,2,Fixed Deposit,358619.68,2019-03-02,Inactive
2540,2540,3,Savings,161601.05,2021-04-09,Inactive
2541,2541,3,Fixed Deposit,280426.16,2016-09-10,Active
2542,2542,2,Fixed Deposit,251968.77,2022-11-26,Inactive
2543,2543,1,Savings,122325.77,2022-03-20,Inactive
2544,2544,4,Fixed Deposit,296877.19,2017-02-02,Active
2545,2545,4,Fixed Deposit,479906.12,2023-10-11,Closed
2546,2546,4,Savings,140791.16,2023-09-02,Closed
2547,2547,5,Current,30599.09,2018-04-19,Active
2548,2548,3,Current,269409.96,2016-06-20,Inactive
2549,2549,3,Savings,236448.59,2015-09-26,Closed
2550,2550,1,Current,488612.2,2021-03-16,Closed
2551,2551,4,Savings,437101.36,2024-02-24,Closed
2552,2552,3,Fixed Deposit,100797.16,2017-11-10,Active
2553,2553,4,Savings,164593.21,2021-05-20,Closed
2554,2554,3,Fixed Deposit,265982.71,2022-08-13,Inactive
2555,2555,1,Savings,386278.26,2016-01-06,Active
2556,2556,3,Current,452646.64,2019-09-25,Inactive
2557,2557,2,Savings,161312.3,2020-10-11,Active
2558,2558,4,Current,167173.04,2021-04-24,Closed
2559,2559,3,Current,302204.83,2015-09-14,Active
2560,2560,2,Savings,321477.88,2020-06-21,Inactive
2561,2561,4,Current,399250.4,2020-02-27,Closed
2562,2562,1,Fixed Deposit,187363.71,2017-02-15,Closed
2563,2563,4,Savings,479934.34,2016-05-09,Inactive
2564,2564,5,Current,142040.56,2021-12-29,Inactive
2565,2565,1,Fixed Deposit,38700.73,2023-09-01,Active
2566,2566,5,Savings,266349.46,2024-03-12,Closed
2567,2567,1,Fixed Deposit,461325.94,2023-02-20,Closed
2568,2568,2,Savings,383790.53,2022-03-26,Inactive
2569,2569,3,Current,226193.01,2020-09-16,Closed
2570,2570,2,Fixed Deposit,165884.29,2017-04-10,Active
2571,2571,5,Current,227569.49,2016-09-26,Closed
2572,2572,4,Savings,201331.57,2025-05-10,Inactive
2573,2573,1,Fixed Deposit,414283.1,2019-08-04,Active
2574,2574,1,Savings,161869.77,2019-10-19,Active
2575,2575,3,Savings,292603.86,2023-02-02,Inactive
2576,2576,5,Current,327152.74,2022-04-09,Active
2577,2577,5,Current,446728.52,2021-10-07,Closed
2578,2578,5,Savings,95234.84,2021-05-28,Active
2579,2579,2,Current,91611.77,2018-10-28,Active
2580,2580,5,Fixed Deposit,472302.87,2016-11-05,Active
2581,2581,2,Fixed Deposit,174911.28,2021-11-25,Active
2582,2582,3,Current,464304.29,2017-05-14,Closed
2583,2583,2,Savings,152161.82,2022-01-11,Inactive
2584,2584,3,Savings,468214.83,2018-12-05,Active
2585,2585,3,Savings,69518.77,2019-09-15,Inactive
2586,2586,1,Current,13686.52,2019-08-08,Closed
2587,2587,2,Current,25557.93,2020-03-18,Inactive
2588,2588,4,Savings,103610.5,2015-07-15,Inactive
2589,2589,5,Savings,47333.06,2018-10-30,Active
2590,2590,5,Fixed Deposit,362534.65,2021-09-19,Active
2591,2591,2,Savings,61058.8,2023-09-22,Inactive
2592,2592,5,Current,375091.61,2018-12-23,Inactive
2593,2593,4,Savings,105953.4,2025-03-16,Active
2594,2594,5,Current,239511.5,2021-05-23,Closed
2595,2595,1,Current,9056.58,2017-08-16,Inactive
2596,2596,4,Current,480822.81,2022-05-16,Active
2597,2597,3,Current,472920.16,2016-08-16,Active
2598,2598,4,Fixed Deposit,151046.52,2025-01-03,Closed
2599,2599,1,Fixed Deposit,322147.4,2020-03-12,Inactive
2600,2600,4,Savings,475703.26,2023-10-13,Inactive
2601,2601,3,Savings,71227.17,2020-09-05,Active
2602,2602,2,Fixed Deposit,5627.7,2019-08-30,Closed
2603,2603,2,Savings,347840.04,2019-11-22,Active
2604,2604,1,Fixed Deposit,401387.76,2018-01-22,Closed
2605,2605,3,Current,309159.96,2017-11-23,Active
2606,2606,4,Savings,88144.1,2025-06-12,Closed
2607,2607,2,Fixed Deposit,404899.38,2018-04-18,Closed
2608,2608,2,Current,439659.63,2018-10-09,Active
2609,2609,2,Savings,249280.14,2024-05-09,Inactive
2610,2610,4,Fixed Deposit,187218.88,2016-11-11,Inactive
2611,2611,5,Current,15210.61,2022-12-20,Active
2612,2612,3,Savings,444521.4,2021-08-29,Active
2613,2613,2,Current,24203.23,2021-12-02,Inactive
2614,2614,5,Fixed Deposit,263077.1,2020-12-07,Active
2615,2615,1,Savings,174984.54,2023-12-20,Active
2616,2616,1,Current,494107.56,2023-10-26,Active
2617,2617,4,Current,491701.02,2021-08-22,Closed
2618,2618,4,Savings,428600.92,2018-03-02,Closed
2619,2619,1,Current,238645.49,2020-11-09,Inactive
2620,2620,2,Current,328530.76,2024-07-28,Inactive
2621,2621,5,Fixed Deposit,358441.33,2017-03-24,Inactive
2622,2622,4,Fixed Deposit,415713.59,2023-05-31,Closed
2623,2623,2,Savings,110436.25,2020-05-20,Active
2624,2624,2,Savings,329945.76,2023-08-06,Closed
2625,2625,1,Fixed Deposit,202515.43,2020-08-02,Closed
2626,2626,1,Savings,113885.48,2018-07-18,Active
2627,2627,3,Current,355519.77,2024-07-04,Inactive
2628,2628,5,Fixed Deposit,258935.27,2023-10-02,Inactive
2629,2629,2,Current,211588.46,2019-05-03,Closed
2630,2630,2,Fixed Deposit,368468.75,2025-01-17,Active
2631,2631,4,Fixed Deposit,24961.2,2019-03-31,Active
2632,2632,2,Savings,72334.28,2019-10-03,Active
2633,2633,2,Savings,198985.03,2023-04-05,Active
2634,2634,5,Current,242438.59,2021-01-15,Inactive
2635,2635,2,Fixed Deposit,434893.39,2016-09-09,Closed
2636,2636,4,Current,496356.69,2025-04-02,Inactive
2637,2637,5,Current,273393.83,2021-10-24,Active
2638,2638,3,Fixed Deposit,384487.02,2020-01-12,Inactive
2639,2639,3,Savings,128386.93,2015-12-22,Inactive
2640,2640,5,Current,331960.79,2021-01-15,Closed
2641,2641,3,Fixed Deposit,132168.81,2025-06-14,Inactive
2642,2642,4,Fixed Deposit,13681.58,2020-11-11,Closed
2643,2643,2,Savings,114335.4,2016-05-03,Inactive
2644,2644,1,Savings,275681.92,2023-06-05,Inactive
2645,2645,2,Current,154208.17,2019-09-01,Inactive
2646,2646,5,Savings,483179.98,2019-02-12,Closed
2647,2647,2,Current,410193.28,2018-10-01,Closed
2648,2648,2,Savings,420166.4,2021-04-23,Active
2649,2649,1,Savings,366972.75,2022-08-21,Inactive
2650,2650,5,Fixed Deposit,390188.91,2017-10-31,Closed
2651,2651,5,Fixed Deposit,24450.62,2017-07-03,Closed
2652,2652,3,Fixed Deposit,115981.35,2023-09-23,Closed
2653,2653,2,Current,80216.15,2022-10-27,Closed
2654,2654,2,Fixed Deposit,317522.0,2024-03-08,Closed
2655,2655,2,Fixed Deposit,76873.49,2017-08-10,Closed
2656,2656,4,Savings,139932.27,2022-03-09,Inactive
2657,2657,3,Current,450577.35,2020-04-10,Inactive
2658,2658,4,Current,161638.72,2017-03-04,Closed
2659,2659,3,Savings,38360.37,2021-09-03,Closed
2660,2660,5,Fixed Deposit,156491.07,2019-06-13,Closed
2661,2661,5,Fixed Deposit,479678.6,2025-02-11,Active
2662,2662,4,Savings,72751.99,2023-01-10,Active
2663,2663,2,Current,393370.11,2024-10-21,Closed
2664,2664,4,Current,296116.79,2020-08-11,Active
2665,2665,3,Savings,113926.23,2023-12-20,Inactive
2666,2666,2,Current,62612.24,2020-09-19,Closed
2667,2667,5,Fixed Deposit,76771.25,2019-09-27,Inactive
2668,2668,2,Fixed Deposit,138459.68,2018-11-05,Inactive
2669,2669,1,Fixed Deposit,59528.71,2017-03-31,Inactive
2670,2670,5,Savings,386057.36,2024-03-15,Closed
2671,2671,4,Savings,330550.3,2023-08-07,Inactive
2672,2672,1,Fixed Deposit,371712.95,2021-04-28,Inactive
2673,2673,2,Savings,440233.21,2019-03-04,Closed
2674,2674,3,Current,474794.47,2015-10-20,Active
2675,2675,4,Current,57305.95,2016-12-20,Inactive
2676,2676,4,Fixed Deposit,85059.55,2021-12-26,Closed
2677,2677,4,Current,113092.07,2017-12-16,Active
2678,2678,1,Fixed Deposit,302054.72,2015-12-11,Closed
2679,2679,3,Savings,434811.28,2017-01-29,Closed
2680,2680,4,Fixed Deposit,481658.97,2020-12-16,Inactive
2681,2681,1,Fixed Deposit,53489.86,2017-05-27,Inactive
2682,2682,3,Current,320492.45,2025-04-18,Inactive
2683,2683,4,Fixed Deposit,418311.83,2022-10-08,Inactive
2684,2684,1,Savings,51464.36,2020-01-26,Inactive
2685,2685,2,Fixed Deposit,247993.07,2025-02-23,Closed
2686,2686,4,Fixed Deposit,133611.33,2021-06-03,Closed
2687,2687,4,Fixed Deposit,303713.67,2016-09-18,Closed
2688,2688,4,Fixed Deposit,259964.43,2022-12-14,Closed
2689,2689,4,Savings,301229.49,2015-10-26,Closed
2690,2690,1,Fixed Deposit,48361.87,2018-11-15,Active
2691,2691,3,Fixed Deposit,336632.09,2016-10-13,Closed
2692,2692,4,Current,359426.21,2021-10-30,Active
2693,2693,3,Fixed Deposit,394280.04,2022-04-02,Inactive
2694,2694,5,Fixed Deposit,19600.84,2023-04-21,Inactive
2695,2695,4,Fixed Deposit,454132.57,2024-12-14,Active
2696,2696,5,Savings,13048.07,2020-12-14,Inactive
2697,2697,1,Current,460414.18,2020-12-07,Active
2698,2698,4,Current,179935.88,2023-08-24,Closed
2699,2699,3,Current,486816.2,2019-09-13,Active
2700,2700,3,Current,392071.19,2018-06-22,Inactive
2701,2701,4,Fixed Deposit,495496.87,2024-10-08,Inactive
2702,2702,2,Savings,279680.4,2021-11-18,Closed
2703,2703,3,Fixed Deposit,201259.12,2018-04-26,Inactive
2704,2704,2,Current,428466.53,2015-10-19,Inactive
2705,2705,3,Fixed Deposit,269579.15,2024-01-12,Active
2706,2706,3,Current,51547.79,2024-03-20,Closed
2707,2707,1,Fixed Deposit,203626.57,2016-01-19,Closed
2708,2708,4,Fixed Deposit,93909.88,2016-08-01,Inactive
2709,2709,2,Current,428132.02,2018-07-09,Inactive
2710,2710,3,Current,403142.85,2024-02-08,Inactive
2711,2711,2,Savings,162057.13,2024-09-05,Active
2712,2712,2,Fixed Deposit,155953.26,2020-07-02,Closed
2713,2713,5,Current,378628.52,2021-07-22,Closed
2714,2714,2,Current,309617.02,2015-10-28,Active
2715,2715,2,Savings,46180.57,2024-12-14,Closed
2716,2716,4,Current,73736.96,2022-02-02,Inactive
2717,2717,5,Current,198981.61,2015-12-14,Inactive
2718,2718,1,Fixed Deposit,407471.97,2020-09-25,Inactive
2719,2719,5,Fixed Deposit,485401.89,2018-09-19,Inactive
2720,2720,2,Current,413240.88,2015-08-08,Active
2721,2721,5,Savings,334093.14,2020-10-12,Inactive
2722,2722,1,Current,113009.83,2016-10-18,Closed
2723,2723,2,Savings,437692.84,2025-03-20,Inactive
2724,2724,2,Savings,7196.76,2015-10-16,Active
2725,2725,1,Fixed Deposit,242153.37,2018-05-04,Inactive
2726,2726,4,Fixed Deposit,276061.85,2016-11-17,Closed
2727,2727,2,Current,93842.96,2016-12-31,Closed
2728,2728,5,Current,314000.3,2018-09-24,Inactive
2729,2729,3,Fixed Deposit,398601.87,2024-08-06,Inactive
2730,2730,3,Current,185744.02,2023-01-26,Active
2731,2731,3,Fixed Deposit,179180.01,2017-07-25,Closed
2732,2732,2,Current,430112.41,2016-01-13,Closed
2733,2733,2,Fixed Deposit,289900.28,2017-03-16,Active
2734,2734,5,Fixed Deposit,238393.12,2020-07-18,Inactive
2735,2735,1,Fixed Deposit,114684.39,2024-05-23,Inactive
2736,2736,5,Savings,233177.93,2016-10-17,Closed
2737,2737,1,Current,309784.16,2025-01-29,Inactive
2738,2738,5,Current,33264.22,2024-11-17,Active
2739,2739,1,Fixed Deposit,224785.67,2016-11-13,Closed
2740,2740,1,Current,238836.6,2024-11-28,Closed
2741,2741,2,Savings,341321.5,2017-04-06,Active
2742,2742,3,Fixed Deposit,126754.02,2022-10-14,Closed
2743,2743,1,Fixed Deposit,299271.52,2021-07-28,Inactive
2744,2744,2,Current,108386.87,2018-04-30,Inactive
2745,2745,3,Fixed Deposit,348905.78,2019-09-23,Inactive
2746,2746,3,Savings,285358.83,2017-10-22,Closed
2747,2747,4,Savings,383383.82,2024-10-08,Closed
2748,2748,5,Current,431504.3,2025-05-05,Closed
2749,2749,1,Fixed Deposit,377478.69,2018-10-23,Closed
2750,2750,1,Savings,307311.38,2022-09-12,Closed
2751,2751,4,Fixed Deposit,81442.4,2016-12-30,Active
2752,2752,2,Fixed Deposit,387093.37,2020-08-10,Active
2753,2753,2,Savings,325054.1,2020-06-04,Inactive
2754,2754,1,Current,45463.76,2022-08-23,Inactive
2755,2755,5,Fixed Deposit,474565.92,2019-09-08,Inactive
2756,2756,4,Current,348511.11,2025-02-22,Active
2757,2757,3,Savings,48835.79,2016-02-27,Inactive
2758,2758,2,Fixed Deposit,215750.08,2023-06-15,Inactive
2759,2759,4,Savings,93098.62,2022-07-07,Inactive
2760,2760,2,Savings,176249.14,2024-12-21,Closed
2761,2761,1,Current,226412.02,2020-05-20,Active
2762,2762,5,Current,11179.98,2024-05-15,Closed
2763,2763,1,Fixed Deposit,30513.95,2025-03-08,Inactive
2764,2764,1,Savings,1862.72,2024-01-09,Closed
2765,2765,1,Savings,164102.97,2024-10-27,Inactive
2766,2766,1,Fixed Deposit,282118.99,2024-06-20,Active
2767,2767,2,Savings,318604.4,2020-06-01,Inactive
2768,2768,2,Fixed Deposit,109968.55,2015-10-20,Inactive
2769,2769,1,Fixed Deposit,456394.7,2016-04-14,Closed
2770,2770,3,Fixed Deposit,89287.22,2018-09-19,Inactive
2771,2771,2,Fixed Deposit,75276.03,2023-10-10,Inactive
2772,2772,1,Fixed Deposit,20348.37,2023-04-29,Closed
2773,2773,1,Current,467581.22,2017-10-29,Active
2774,2774,3,Fixed Deposit,91027.96,2016-10-18,Closed
2775,2775,2,Savings,249327.87,2023-09-27,Closed
